分拣中心,日期,班次,正式工,临时工
'SC22',2023/12/25,'0-8',1,15
'SC22',2023/12/25,'5-13',2,7
'SC22',2023/12/25,'8-16',1,11
'SC22',2023/12/25,'12-20',4,1
'SC22',2023/12/25,'14-22',1,1
'SC22',2023/12/25,'16-24',1,23
'SC23',2023/12/25,'0-8',1,1
'SC23',2023/12/25,'5-13',1,5
'SC23',2023/12/25,'8-16',1,4
'SC23',2023/12/25,'12-20',1,5
'SC23',2023/12/25,'14-22',1,1
'SC23',2023/12/25,'16-24',4,6
'SC24',2023/12/25,'0-8',1,7
'SC24',2023/12/25,'5-13',5,1
'SC24',2023/12/25,'8-16',4,10
'SC24',2023/12/25,'12-20',1,7
'SC24',2023/12/25,'14-22',1,8
'SC24',2023/12/25,'16-24',1,1
'SC25',2023/12/25,'0-8',3,166
'SC25',2023/12/25,'5-13',11,1
'SC25',2023/12/25,'8-16',6,23
'SC25',2023/12/25,'12-20',15,34
'SC25',2023/12/25,'14-22',1,1
'SC25',2023/12/25,'16-24',12,219
'SC26',2023/12/25,'0-8',4,1
'SC26',2023/12/25,'5-13',1,7
'SC26',2023/12/25,'8-16',7,5
'SC26',2023/12/25,'12-20',7,1
'SC26',2023/12/25,'14-22',4,1
'SC26',2023/12/25,'16-24',1,1
'SC27',2023/12/25,'0-8',2,1
'SC27',2023/12/25,'5-13',1,1
'SC27',2023/12/25,'8-16',5,5
'SC27',2023/12/25,'12-20',1,1
'SC27',2023/12/25,'14-22',1,1
'SC27',2023/12/25,'16-24',13,1
'SC28',2023/12/25,'0-8',1,1
'SC28',2023/12/25,'5-13',1,1
'SC28',2023/12/25,'8-16',1,1
'SC28',2023/12/25,'12-20',1,1
'SC28',2023/12/25,'14-22',1,1
'SC28',2023/12/25,'16-24',1,2
'SC29',2023/12/25,'0-8',2,8
'SC29',2023/12/25,'5-13',3,1
'SC29',2023/12/25,'8-16',1,16
'SC29',2023/12/25,'12-20',1,1
'SC29',2023/12/25,'14-22',1,1
'SC29',2023/12/25,'16-24',1,30
'SC3',2023/12/25,'0-8',11,78
'SC3',2023/12/25,'5-13',8,22
'SC3',2023/12/25,'8-16',4,3
'SC3',2023/12/25,'12-20',5,2
'SC3',2023/12/25,'14-22',1,20
'SC3',2023/12/25,'16-24',1,32
'SC30',2023/12/25,'0-8',2,3
'SC30',2023/12/25,'5-13',1,1
'SC30',2023/12/25,'8-16',3,5
'SC30',2023/12/25,'12-20',3,6
'SC30',2023/12/25,'14-22',3,1
'SC30',2023/12/25,'16-24',2,7
'SC31',2023/12/25,'0-8',10,39
'SC31',2023/12/25,'5-13',1,19
'SC31',2023/12/25,'8-16',5,1
'SC31',2023/12/25,'12-20',1,33
'SC31',2023/12/25,'14-22',3,12
'SC31',2023/12/25,'16-24',4,16
'SC32',2023/12/25,'0-8',1,2
'SC32',2023/12/25,'5-13',1,1
'SC32',2023/12/25,'8-16',1,1
'SC32',2023/12/25,'12-20',1,1
'SC32',2023/12/25,'14-22',1,1
'SC32',2023/12/25,'16-24',2,4
'SC34',2023/12/25,'0-8',4,18
'SC34',2023/12/25,'5-13',1,5
'SC34',2023/12/25,'8-16',2,12
'SC34',2023/12/25,'12-20',1,8
'SC34',2023/12/25,'14-22',4,1
'SC34',2023/12/25,'16-24',1,28
'SC35',2023/12/25,'0-8',10,74
'SC35',2023/12/25,'5-13',1,13
'SC35',2023/12/25,'8-16',10,45
'SC35',2023/12/25,'12-20',1,1
'SC35',2023/12/25,'14-22',2,1
'SC35',2023/12/25,'16-24',1,145
'SC36',2023/12/25,'0-8',1,1
'SC36',2023/12/25,'5-13',1,1
'SC36',2023/12/25,'8-16',1,2
'SC36',2023/12/25,'12-20',1,1
'SC36',2023/12/25,'14-22',1,1
'SC36',2023/12/25,'16-24',1,1
'SC37',2023/12/25,'0-8',1,1
'SC37',2023/12/25,'5-13',1,1
'SC37',2023/12/25,'8-16',1,3
'SC37',2023/12/25,'12-20',1,1
'SC37',2023/12/25,'14-22',1,1
'SC37',2023/12/25,'16-24',1,3
'SC38',2023/12/25,'0-8',1,10
'SC38',2023/12/25,'5-13',3,3
'SC38',2023/12/25,'8-16',1,3
'SC38',2023/12/25,'12-20',4,1
'SC38',2023/12/25,'14-22',1,1
'SC38',2023/12/25,'16-24',7,5
'SC39',2023/12/25,'0-8',1,6
'SC39',2023/12/25,'5-13',1,1
'SC39',2023/12/25,'8-16',1,3
'SC39',2023/12/25,'12-20',1,1
'SC39',2023/12/25,'14-22',1,1
'SC39',2023/12/25,'16-24',2,6
'SC4',2023/12/25,'0-8',7,118
'SC4',2023/12/25,'5-13',2,1
'SC4',2023/12/25,'8-16',2,39
'SC4',2023/12/25,'12-20',3,3
'SC4',2023/12/25,'14-22',1,1
'SC4',2023/12/25,'16-24',29,111
'SC40',2023/12/25,'0-8',4,3
'SC40',2023/12/25,'5-13',1,1
'SC40',2023/12/25,'8-16',4,3
'SC40',2023/12/25,'12-20',1,1
'SC40',2023/12/25,'14-22',1,1
'SC40',2023/12/25,'16-24',3,6
'SC41',2023/12/25,'0-8',1,1
'SC41',2023/12/25,'5-13',1,1
'SC41',2023/12/25,'8-16',1,6
'SC41',2023/12/25,'12-20',1,1
'SC41',2023/12/25,'14-22',1,1
'SC41',2023/12/25,'16-24',1,1
'SC43',2023/12/25,'0-8',1,2
'SC43',2023/12/25,'5-13',1,10
'SC43',2023/12/25,'8-16',2,2
'SC43',2023/12/25,'12-20',1,8
'SC43',2023/12/25,'14-22',1,1
'SC43',2023/12/25,'16-24',1,1
'SC44',2023/12/25,'0-8',1,25
'SC44',2023/12/25,'5-13',1,1
'SC44',2023/12/25,'8-16',5,41
'SC44',2023/12/25,'12-20',2,1
'SC44',2023/12/25,'14-22',3,10
'SC44',2023/12/25,'16-24',6,95
'SC46',2023/12/25,'0-8',1,1
'SC46',2023/12/25,'5-13',1,1
'SC46',2023/12/25,'8-16',3,6
'SC46',2023/12/25,'12-20',1,7
'SC46',2023/12/25,'14-22',4,13
'SC46',2023/12/25,'16-24',1,10
'SC47',2023/12/25,'0-8',10,155
'SC47',2023/12/25,'5-13',2,43
'SC47',2023/12/25,'8-16',9,54
'SC47',2023/12/25,'12-20',14,23
'SC47',2023/12/25,'14-22',5,31
'SC47',2023/12/25,'16-24',10,147
'SC48',2023/12/25,'0-8',1,1
'SC48',2023/12/25,'5-13',1,1
'SC48',2023/12/25,'8-16',1,1
'SC48',2023/12/25,'12-20',1,1
'SC48',2023/12/25,'14-22',1,1
'SC48',2023/12/25,'16-24',1,1
'SC49',2023/12/25,'0-8',1,39
'SC49',2023/12/25,'5-13',1,10
'SC49',2023/12/25,'8-16',2,2
'SC49',2023/12/25,'12-20',1,24
'SC49',2023/12/25,'14-22',8,1
'SC49',2023/12/25,'16-24',7,13
'SC5',2023/12/25,'0-8',10,106
'SC5',2023/12/25,'5-13',7,1
'SC5',2023/12/25,'8-16',5,58
'SC5',2023/12/25,'12-20',3,28
'SC5',2023/12/25,'14-22',1,3
'SC5',2023/12/25,'16-24',4,85
'SC51',2023/12/25,'0-8',3,49
'SC51',2023/12/25,'5-13',6,1
'SC51',2023/12/25,'8-16',1,15
'SC51',2023/12/25,'12-20',1,26
'SC51',2023/12/25,'14-22',3,1
'SC51',2023/12/25,'16-24',6,34
'SC52',2023/12/25,'0-8',1,4
'SC52',2023/12/25,'5-13',2,2
'SC52',2023/12/25,'8-16',1,2
'SC52',2023/12/25,'12-20',3,1
'SC52',2023/12/25,'14-22',3,1
'SC52',2023/12/25,'16-24',1,9
'SC53',2023/12/25,'0-8',6,63
'SC53',2023/12/25,'5-13',6,1
'SC53',2023/12/25,'8-16',8,28
'SC53',2023/12/25,'12-20',1,30
'SC53',2023/12/25,'14-22',2,31
'SC53',2023/12/25,'16-24',24,157
'SC54',2023/12/25,'0-8',8,1
'SC54',2023/12/25,'5-13',1,12
'SC54',2023/12/25,'8-16',5,5
'SC54',2023/12/25,'12-20',6,4
'SC54',2023/12/25,'14-22',8,1
'SC54',2023/12/25,'16-24',6,25
'SC55',2023/12/25,'0-8',1,2
'SC55',2023/12/25,'5-13',2,5
'SC55',2023/12/25,'8-16',3,4
'SC55',2023/12/25,'12-20',2,4
'SC55',2023/12/25,'14-22',2,1
'SC55',2023/12/25,'16-24',2,1
'SC56',2023/12/25,'0-8',1,1
'SC56',2023/12/25,'5-13',1,1
'SC56',2023/12/25,'8-16',1,2
'SC56',2023/12/25,'12-20',1,1
'SC56',2023/12/25,'14-22',1,1
'SC56',2023/12/25,'16-24',1,6
'SC57',2023/12/25,'0-8',1,53
'SC57',2023/12/25,'5-13',8,1
'SC57',2023/12/25,'8-16',7,2
'SC57',2023/12/25,'12-20',1,8
'SC57',2023/12/25,'14-22',7,1
'SC57',2023/12/25,'16-24',2,23
'SC58',2023/12/25,'0-8',1,1
'SC58',2023/12/25,'5-13',1,1
'SC58',2023/12/25,'8-16',1,1
'SC58',2023/12/25,'12-20',1,1
'SC58',2023/12/25,'14-22',1,1
'SC58',2023/12/25,'16-24',1,5
'SC6',2023/12/25,'0-8',7,82
'SC6',2023/12/25,'5-13',6,38
'SC6',2023/12/25,'8-16',1,2
'SC6',2023/12/25,'12-20',1,4
'SC6',2023/12/25,'14-22',6,6
'SC6',2023/12/25,'16-24',8,119
'SC60',2023/12/25,'0-8',6,240
'SC60',2023/12/25,'5-13',1,23
'SC60',2023/12/25,'8-16',6,89
'SC60',2023/12/25,'12-20',5,1
'SC60',2023/12/25,'14-22',12,1
'SC60',2023/12/25,'16-24',3,249
'SC61',2023/12/25,'0-8',1,1
'SC61',2023/12/25,'5-13',1,1
'SC61',2023/12/25,'8-16',1,1
'SC61',2023/12/25,'12-20',1,1
'SC61',2023/12/25,'14-22',1,1
'SC61',2023/12/25,'16-24',1,2
'SC63',2023/12/25,'0-8',2,1
'SC63',2023/12/25,'5-13',2,2
'SC63',2023/12/25,'8-16',2,2
'SC63',2023/12/25,'12-20',2,1
'SC63',2023/12/25,'14-22',1,2
'SC63',2023/12/25,'16-24',1,1
'SC66',2023/12/25,'0-8',1,1
'SC66',2023/12/25,'5-13',1,2
'SC66',2023/12/25,'8-16',1,2
'SC66',2023/12/25,'12-20',1,1
'SC66',2023/12/25,'14-22',1,1
'SC66',2023/12/25,'16-24',1,1
'SC68',2023/12/25,'0-8',1,1
'SC68',2023/12/25,'5-13',4,1
'SC68',2023/12/25,'8-16',4,1
'SC68',2023/12/25,'12-20',4,1
'SC68',2023/12/25,'14-22',1,1
'SC68',2023/12/25,'16-24',4,2
'SC7',2023/12/25,'0-8',10,112
'SC7',2023/12/25,'5-13',10,1
'SC7',2023/12/25,'8-16',5,63
'SC7',2023/12/25,'12-20',1,60
'SC7',2023/12/25,'14-22',3,1
'SC7',2023/12/25,'16-24',6,122
'SC8',2023/12/25,'0-8',8,132
'SC8',2023/12/25,'5-13',4,23
'SC8',2023/12/25,'8-16',6,22
'SC8',2023/12/25,'12-20',16,43
'SC8',2023/12/25,'14-22',1,32
'SC8',2023/12/25,'16-24',24,122
'SC9',2023/12/25,'0-8',7,101
'SC9',2023/12/25,'5-13',8,44
'SC9',2023/12/25,'8-16',8,31
'SC9',2023/12/25,'12-20',6,1
'SC9',2023/12/25,'14-22',1,1
'SC9',2023/12/25,'16-24',1,56
'SC1',2023/12/26,'0-8',6,128
'SC1',2023/12/26,'5-13',8,19
'SC1',2023/12/26,'8-16',6,52
'SC1',2023/12/26,'12-20',1,34
'SC1',2023/12/26,'14-22',5,1
'SC1',2023/12/26,'16-24',10,122
'SC10',2023/12/26,'0-8',2,151
'SC10',2023/12/26,'5-13',14,1
'SC10',2023/12/26,'8-16',1,45
'SC10',2023/12/26,'12-20',2,1
'SC10',2023/12/26,'14-22',6,10
'SC10',2023/12/26,'16-24',1,196
'SC12',2023/12/26,'0-8',2,3
'SC12',2023/12/26,'5-13',4,5
'SC12',2023/12/26,'8-16',1,8
'SC12',2023/12/26,'12-20',3,3
'SC12',2023/12/26,'14-22',4,1
'SC12',2023/12/26,'16-24',1,2
'SC14',2023/12/26,'0-8',1,1
'SC14',2023/12/26,'5-13',1,1
'SC14',2023/12/26,'8-16',1,6
'SC14',2023/12/26,'12-20',1,1
'SC14',2023/12/26,'14-22',2,1
'SC14',2023/12/26,'16-24',2,2
'SC15',2023/12/26,'0-8',1,17
'SC15',2023/12/26,'5-13',1,12
'SC15',2023/12/26,'8-16',1,11
'SC15',2023/12/26,'12-20',2,3
'SC15',2023/12/26,'14-22',1,1
'SC15',2023/12/26,'16-24',3,18
'SC16',2023/12/26,'0-8',2,2
'SC16',2023/12/26,'5-13',2,1
'SC16',2023/12/26,'8-16',1,2
'SC16',2023/12/26,'12-20',2,1
'SC16',2023/12/26,'14-22',1,1
'SC16',2023/12/26,'16-24',1,4
'SC17',2023/12/26,'0-8',1,60
'SC17',2023/12/26,'5-13',1,12
'SC17',2023/12/26,'8-16',2,13
'SC17',2023/12/26,'12-20',1,1
'SC17',2023/12/26,'14-22',2,34
'SC17',2023/12/26,'16-24',1,62
'SC18',2023/12/26,'0-8',1,5
'SC18',2023/12/26,'5-13',3,1
'SC18',2023/12/26,'8-16',3,5
'SC18',2023/12/26,'12-20',3,1
'SC18',2023/12/26,'14-22',3,1
'SC18',2023/12/26,'16-24',2,30
'SC19',2023/12/26,'0-8',1,8
'SC19',2023/12/26,'5-13',1,3
'SC19',2023/12/26,'8-16',2,6
'SC19',2023/12/26,'12-20',2,4
'SC19',2023/12/26,'14-22',4,1
'SC19',2023/12/26,'16-24',7,9
'SC2',2023/12/26,'0-8',5,3
'SC2',2023/12/26,'5-13',4,13
'SC2',2023/12/26,'8-16',1,1
'SC2',2023/12/26,'12-20',1,3
'SC2',2023/12/26,'14-22',14,2
'SC2',2023/12/26,'16-24',1,23
'SC20',2023/12/26,'0-8',1,1
'SC20',2023/12/26,'5-13',1,1
'SC20',2023/12/26,'8-16',1,1
'SC20',2023/12/26,'12-20',1,1
'SC20',2023/12/26,'14-22',1,1
'SC20',2023/12/26,'16-24',1,1
'SC21',2023/12/26,'0-8',2,1
'SC21',2023/12/26,'5-13',2,1
'SC21',2023/12/26,'8-16',1,2
'SC21',2023/12/26,'12-20',1,1
'SC21',2023/12/26,'14-22',2,1
'SC21',2023/12/26,'16-24',1,4
'SC22',2023/12/26,'0-8',6,9
'SC22',2023/12/26,'5-13',4,10
'SC22',2023/12/26,'8-16',5,1
'SC22',2023/12/26,'12-20',1,9
'SC22',2023/12/26,'14-22',2,1
'SC22',2023/12/26,'16-24',1,23
'SC23',2023/12/26,'0-8',1,1
'SC23',2023/12/26,'5-13',3,1
'SC23',2023/12/26,'8-16',3,4
'SC23',2023/12/26,'12-20',1,3
'SC23',2023/12/26,'14-22',1,1
'SC23',2023/12/26,'16-24',1,10
'SC24',2023/12/26,'0-8',1,3
'SC24',2023/12/26,'5-13',1,9
'SC24',2023/12/26,'8-16',1,10
'SC24',2023/12/26,'12-20',7,3
'SC24',2023/12/26,'14-22',2,1
'SC24',2023/12/26,'16-24',7,1
'SC25',2023/12/26,'0-8',10,158
'SC25',2023/12/26,'5-13',3,1
'SC25',2023/12/26,'8-16',11,20
'SC25',2023/12/26,'12-20',12,35
'SC25',2023/12/26,'14-22',1,1
'SC25',2023/12/26,'16-24',14,217
'SC26',2023/12/26,'0-8',6,2
'SC26',2023/12/26,'5-13',1,4
'SC26',2023/12/26,'8-16',8,7
'SC26',2023/12/26,'12-20',1,3
'SC26',2023/12/26,'14-22',1,1
'SC26',2023/12/26,'16-24',3,6
'SC27',2023/12/26,'0-8',1,2
'SC27',2023/12/26,'5-13',5,1
'SC27',2023/12/26,'8-16',3,3
'SC27',2023/12/26,'12-20',2,1
'SC27',2023/12/26,'14-22',3,1
'SC27',2023/12/26,'16-24',2,14
'SC28',2023/12/26,'0-8',1,1
'SC28',2023/12/26,'5-13',1,1
'SC28',2023/12/26,'8-16',1,1
'SC28',2023/12/26,'12-20',1,1
'SC28',2023/12/26,'14-22',1,1
'SC28',2023/12/26,'16-24',1,2
'SC29',2023/12/26,'0-8',2,8
'SC29',2023/12/26,'5-13',9,4
'SC29',2023/12/26,'8-16',4,1
'SC29',2023/12/26,'12-20',1,7
'SC29',2023/12/26,'14-22',8,7
'SC29',2023/12/26,'16-24',3,27
'SC3',2023/12/26,'0-8',7,83
'SC3',2023/12/26,'5-13',4,8
'SC3',2023/12/26,'8-16',1,25
'SC3',2023/12/26,'12-20',2,1
'SC3',2023/12/26,'14-22',11,1
'SC3',2023/12/26,'16-24',1,39
'SC30',2023/12/26,'0-8',4,1
'SC30',2023/12/26,'5-13',2,1
'SC30',2023/12/26,'8-16',5,4
'SC30',2023/12/26,'12-20',2,6
'SC30',2023/12/26,'14-22',2,1
'SC30',2023/12/26,'16-24',1,8
'SC31',2023/12/26,'0-8',9,40
'SC31',2023/12/26,'5-13',1,13
'SC31',2023/12/26,'8-16',1,12
'SC31',2023/12/26,'12-20',9,16
'SC31',2023/12/26,'14-22',7,6
'SC31',2023/12/26,'16-24',9,10
'SC32',2023/12/26,'0-8',1,2
'SC32',2023/12/26,'5-13',1,1
'SC32',2023/12/26,'8-16',1,1
'SC32',2023/12/26,'12-20',1,1
'SC32',2023/12/26,'14-22',1,1
'SC32',2023/12/26,'16-24',1,5
'SC34',2023/12/26,'0-8',1,22
'SC34',2023/12/26,'5-13',2,16
'SC34',2023/12/26,'8-16',1,1
'SC34',2023/12/26,'12-20',5,16
'SC34',2023/12/26,'14-22',2,1
'SC34',2023/12/26,'16-24',2,27
'SC35',2023/12/26,'0-8',4,81
'SC35',2023/12/26,'5-13',3,49
'SC35',2023/12/26,'8-16',6,11
'SC35',2023/12/26,'12-20',1,1
'SC35',2023/12/26,'14-22',5,22
'SC35',2023/12/26,'16-24',1,143
'SC36',2023/12/26,'0-8',1,1
'SC36',2023/12/26,'5-13',1,1
'SC36',2023/12/26,'8-16',1,1
'SC36',2023/12/26,'12-20',1,1
'SC36',2023/12/26,'14-22',1,1
'SC36',2023/12/26,'16-24',1,1
'SC37',2023/12/26,'0-8',1,1
'SC37',2023/12/26,'5-13',1,1
'SC37',2023/12/26,'8-16',1,2
'SC37',2023/12/26,'12-20',1,1
'SC37',2023/12/26,'14-22',1,1
'SC37',2023/12/26,'16-24',1,2
'SC38',2023/12/26,'0-8',1,10
'SC38',2023/12/26,'5-13',1,2
'SC38',2023/12/26,'8-16',2,4
'SC38',2023/12/26,'12-20',1,1
'SC38',2023/12/26,'14-22',1,1
'SC38',2023/12/26,'16-24',2,11
'SC39',2023/12/26,'0-8',2,4
'SC39',2023/12/26,'5-13',1,1
'SC39',2023/12/26,'8-16',2,2
'SC39',2023/12/26,'12-20',2,1
'SC39',2023/12/26,'14-22',1,1
'SC39',2023/12/26,'16-24',1,7
'SC4',2023/12/26,'0-8',1,120
'SC4',2023/12/26,'5-13',3,1
'SC4',2023/12/26,'8-16',1,32
'SC4',2023/12/26,'12-20',4,8
'SC4',2023/12/26,'14-22',1,1
'SC4',2023/12/26,'16-24',5,135
'SC40',2023/12/26,'0-8',1,7
'SC40',2023/12/26,'5-13',1,1
'SC40',2023/12/26,'8-16',1,5
'SC40',2023/12/26,'12-20',3,1
'SC40',2023/12/26,'14-22',1,1
'SC40',2023/12/26,'16-24',1,8
'SC41',2023/12/26,'0-8',1,2
'SC41',2023/12/26,'5-13',1,1
'SC41',2023/12/26,'8-16',1,7
'SC41',2023/12/26,'12-20',1,1
'SC41',2023/12/26,'14-22',1,1
'SC41',2023/12/26,'16-24',1,1
'SC43',2023/12/26,'0-8',1,2
'SC43',2023/12/26,'5-13',4,6
'SC43',2023/12/26,'8-16',1,3
'SC43',2023/12/26,'12-20',2,6
'SC43',2023/12/26,'14-22',3,1
'SC43',2023/12/26,'16-24',1,1
'SC44',2023/12/26,'0-8',1,17
'SC44',2023/12/26,'5-13',2,1
'SC44',2023/12/26,'8-16',9,33
'SC44',2023/12/26,'12-20',1,4
'SC44',2023/12/26,'14-22',2,10
'SC44',2023/12/26,'16-24',22,72
'SC46',2023/12/26,'0-8',2,1
'SC46',2023/12/26,'5-13',1,1
'SC46',2023/12/26,'8-16',3,1
'SC46',2023/12/26,'12-20',2,24
'SC46',2023/12/26,'14-22',4,1
'SC46',2023/12/26,'16-24',2,1
'SC47',2023/12/26,'0-8',1,163
'SC47',2023/12/26,'5-13',18,23
'SC47',2023/12/26,'8-16',12,46
'SC47',2023/12/26,'12-20',14,19
'SC47',2023/12/26,'14-22',1,42
'SC47',2023/12/26,'16-24',8,146
'SC48',2023/12/26,'0-8',1,1
'SC48',2023/12/26,'5-13',1,1
'SC48',2023/12/26,'8-16',1,1
'SC48',2023/12/26,'12-20',1,1
'SC48',2023/12/26,'14-22',1,1
'SC48',2023/12/26,'16-24',1,1
'SC49',2023/12/26,'0-8',5,33
'SC49',2023/12/26,'5-13',1,12
'SC49',2023/12/26,'8-16',1,1
'SC49',2023/12/26,'12-20',1,20
'SC49',2023/12/26,'14-22',3,14
'SC49',2023/12/26,'16-24',6,7
'SC5',2023/12/26,'0-8',1,117
'SC5',2023/12/26,'5-13',5,1
'SC5',2023/12/26,'8-16',11,37
'SC5',2023/12/26,'12-20',7,36
'SC5',2023/12/26,'14-22',12,1
'SC5',2023/12/26,'16-24',15,61
'SC51',2023/12/26,'0-8',1,52
'SC51',2023/12/26,'5-13',1,3
'SC51',2023/12/26,'8-16',2,18
'SC51',2023/12/26,'12-20',1,22
'SC51',2023/12/26,'14-22',5,11
'SC51',2023/12/26,'16-24',4,37
'SC52',2023/12/26,'0-8',1,4
'SC52',2023/12/26,'5-13',1,4
'SC52',2023/12/26,'8-16',1,1
'SC52',2023/12/26,'12-20',3,1
'SC52',2023/12/26,'14-22',1,2
'SC52',2023/12/26,'16-24',2,7
'SC53',2023/12/26,'0-8',1,70
'SC53',2023/12/26,'5-13',6,1
'SC53',2023/12/26,'8-16',8,21
'SC53',2023/12/26,'12-20',1,38
'SC53',2023/12/26,'14-22',6,22
'SC53',2023/12/26,'16-24',28,155
'SC54',2023/12/26,'0-8',1,8
'SC54',2023/12/26,'5-13',1,18
'SC54',2023/12/26,'8-16',3,1
'SC54',2023/12/26,'12-20',3,14
'SC54',2023/12/26,'14-22',4,1
'SC54',2023/12/26,'16-24',9,21
'SC55',2023/12/26,'0-8',1,2
'SC55',2023/12/26,'5-13',1,8
'SC55',2023/12/26,'8-16',2,3
'SC55',2023/12/26,'12-20',1,7
'SC55',2023/12/26,'14-22',1,1
'SC55',2023/12/26,'16-24',1,1
'SC56',2023/12/26,'0-8',1,1
'SC56',2023/12/26,'5-13',1,1
'SC56',2023/12/26,'8-16',1,2
'SC56',2023/12/26,'12-20',1,1
'SC56',2023/12/26,'14-22',1,1
'SC56',2023/12/26,'16-24',1,6
'SC57',2023/12/26,'0-8',1,54
'SC57',2023/12/26,'5-13',1,1
'SC57',2023/12/26,'8-16',13,7
'SC57',2023/12/26,'12-20',8,1
'SC57',2023/12/26,'14-22',1,1
'SC57',2023/12/26,'16-24',4,21
'SC58',2023/12/26,'0-8',1,1
'SC58',2023/12/26,'5-13',1,1
'SC58',2023/12/26,'8-16',1,1
'SC58',2023/12/26,'12-20',1,1
'SC58',2023/12/26,'14-22',1,1
'SC58',2023/12/26,'16-24',1,5
'SC6',2023/12/26,'0-8',1,90
'SC6',2023/12/26,'5-13',1,1
'SC6',2023/12/26,'8-16',7,38
'SC6',2023/12/26,'12-20',2,26
'SC6',2023/12/26,'14-22',1,11
'SC6',2023/12/26,'16-24',20,106
'SC60',2023/12/26,'0-8',1,240
'SC60',2023/12/26,'5-13',7,48
'SC60',2023/12/26,'8-16',7,33
'SC60',2023/12/26,'12-20',12,13
'SC60',2023/12/26,'14-22',1,45
'SC60',2023/12/26,'16-24',9,235
'SC61',2023/12/26,'0-8',1,1
'SC61',2023/12/26,'5-13',1,1
'SC61',2023/12/26,'8-16',1,1
'SC61',2023/12/26,'12-20',1,1
'SC61',2023/12/26,'14-22',1,1
'SC61',2023/12/26,'16-24',1,2
'SC63',2023/12/26,'0-8',1,2
'SC63',2023/12/26,'5-13',1,3
'SC63',2023/12/26,'8-16',2,2
'SC63',2023/12/26,'12-20',2,1
'SC63',2023/12/26,'14-22',1,1
'SC63',2023/12/26,'16-24',2,1
'SC66',2023/12/26,'0-8',1,1
'SC66',2023/12/26,'5-13',1,2
'SC66',2023/12/26,'8-16',1,2
'SC66',2023/12/26,'12-20',1,1
'SC66',2023/12/26,'14-22',1,1
'SC66',2023/12/26,'16-24',1,1
'SC68',2023/12/26,'0-8',1,1
'SC68',2023/12/26,'5-13',1,1
'SC68',2023/12/26,'8-16',1,3
'SC68',2023/12/26,'12-20',1,1
'SC68',2023/12/26,'14-22',2,1
'SC68',2023/12/26,'16-24',2,4
'SC7',2023/12/26,'0-8',13,110
'SC7',2023/12/26,'5-13',7,1
'SC7',2023/12/26,'8-16',6,70
'SC7',2023/12/26,'12-20',1,53
'SC7',2023/12/26,'14-22',8,1
'SC7',2023/12/26,'16-24',16,111
'SC8',2023/12/26,'0-8',1,134
'SC8',2023/12/26,'5-13',12,17
'SC8',2023/12/26,'8-16',2,54
'SC8',2023/12/26,'12-20',4,21
'SC8',2023/12/26,'14-22',1,36
'SC8',2023/12/26,'16-24',30,107
'SC9',2023/12/26,'0-8',2,106
'SC9',2023/12/26,'5-13',1,36
'SC9',2023/12/26,'8-16',7,48
'SC9',2023/12/26,'12-20',4,1
'SC9',2023/12/26,'14-22',1,1
'SC9',2023/12/26,'16-24',16,37
'SC1',2023/12/27,'0-8',3,135
'SC1',2023/12/27,'5-13',11,31
'SC1',2023/12/27,'8-16',1,45
'SC1',2023/12/27,'12-20',10,38
'SC1',2023/12/27,'14-22',2,4
'SC1',2023/12/27,'16-24',27,104
'SC10',2023/12/27,'0-8',8,140
'SC10',2023/12/27,'5-13',4,18
'SC10',2023/12/27,'8-16',7,26
'SC10',2023/12/27,'12-20',1,37
'SC10',2023/12/27,'14-22',4,10
'SC10',2023/12/27,'16-24',13,179
'SC12',2023/12/27,'0-8',4,1
'SC12',2023/12/27,'5-13',3,7
'SC12',2023/12/27,'8-16',3,5
'SC12',2023/12/27,'12-20',1,6
'SC12',2023/12/27,'14-22',2,1
'SC12',2023/12/27,'16-24',1,2
'SC14',2023/12/27,'0-8',1,1
'SC14',2023/12/27,'5-13',1,1
'SC14',2023/12/27,'8-16',1,5
'SC14',2023/12/27,'12-20',1,1
'SC14',2023/12/27,'14-22',1,2
'SC14',2023/12/27,'16-24',1,3
'SC15',2023/12/27,'0-8',2,16
'SC15',2023/12/27,'5-13',1,10
'SC15',2023/12/27,'8-16',4,10
'SC15',2023/12/27,'12-20',4,1
'SC15',2023/12/27,'14-22',4,1
'SC15',2023/12/27,'16-24',6,14
'SC16',2023/12/27,'0-8',1,3
'SC16',2023/12/27,'5-13',1,1
'SC16',2023/12/27,'8-16',3,1
'SC16',2023/12/27,'12-20',1,1
'SC16',2023/12/27,'14-22',1,1
'SC16',2023/12/27,'16-24',3,1
'SC17',2023/12/27,'0-8',1,60
'SC17',2023/12/27,'5-13',7,12
'SC17',2023/12/27,'8-16',6,1
'SC17',2023/12/27,'12-20',1,2
'SC17',2023/12/27,'14-22',14,9
'SC17',2023/12/27,'16-24',13,58
'SC18',2023/12/27,'0-8',5,1
'SC18',2023/12/27,'5-13',4,1
'SC18',2023/12/27,'8-16',1,5
'SC18',2023/12/27,'12-20',4,1
'SC18',2023/12/27,'14-22',1,1
'SC18',2023/12/27,'16-24',1,29
'SC19',2023/12/27,'0-8',8,1
'SC19',2023/12/27,'5-13',3,3
'SC19',2023/12/27,'8-16',1,5
'SC19',2023/12/27,'12-20',2,11
'SC19',2023/12/27,'14-22',1,1
